,Name,Apps,Mins,Mins/Gm,Height,Weight,Age,Av Rat,Gls,Gls/90,Shot %,Pen/R,xG,Ch C/90,Asts/90,K Ps/90,Pas %,Cr C/A,Drb/90,Distance,Hdr %,K Tck,Fls,Int/90,Clear,Con/90,xSv %,Sv %,Svh,Svt,Svp,Pens Saved Ratio,PoM,Aer A/90,Off,Based,Tck R,CA,Saves,Saves/xSv%,Gls/xG,Dist/Mins,Transfer Value,Value
522,Kai Stratznig,14,1204,86,184,74,20,6.69,0,0,0.2,0,0.42,0.2,0.07,0.45,0.89,0.55,0.45,165.2,0.85,0,12,1.27,31,0,0,0,0,0,0,0,0,5.08,1,Austria (Admiral Bundesliga),0.58,119,0,0,0,0.1372093023,€7.6M - €9.6M,8600000
523,Bruno,14,1247,89.07142857,184,82,32,6.89,1,0.07,0.15,0,1.25,0.14,0,0.29,0.92,0.5,0.14,147.9,0.8,3,16,2.09,123,0,0,0,0,0,0,0,1,14.22,2,France (Ligue 2),0.71,111,0,0,0.8,0.1186046512,€28K - €275K,151500
524,Román Golobart,15,1350,90,193,89,30,6.85,1,0.07,0.13,0,0.42,0.1,0,0.07,0.89,0,0.07,147.2,0.71,1,10,3.33,153,0,0,0,0,0,0,0,0,15.67,1,Cyprus (A' Katigorías),0.71,101,0,0,2.380952381,0.109037037,€35K - €325K,180000
525,Ioannis Gelios,15,1173,78.2,190,88,30,6.79,0,0,0,0,0,0,0,0.23,0.48,0,0,80,0,0,0,0,0,1.46,0,-0.01,8,11,23,0,1,0,0,France (Ligue 2),0,113,42,0,0,0.06820119352,€90K - €900K,495000
526,Toni Borevković,15,1350,90,193,86,25,7.01,0,0,0,0,0.22,0.23,0.13,0.33,0.93,0,0.07,156.7,0.75,3,7,2.2,129,0,0,0,0,0,0,0,2,12.87,1,Portugal (Primeira Liga),1,129,0,0,0,0.1160740741,€400K - €4M,2200000
527,João Tavares,13,1069,82.23076923,179,70,23,6.98,2,0.17,0.42,0,0.88,0.87,0.25,1.35,0.88,0.14,0.34,145.4,0.6,1,22,1.52,29,0,0,0,0,0,0,0,2,4.63,0,Portugal (Liga Portugal 2),0.8,109,0,0,2.272727273,0.1360149673,€75K - €750K,412500
528,André Moreira,13,1170,90,195,85,26,6.68,0,0,0,0,0,0,0,0.08,0.51,0,0,73.5,0,0,1,0,0,1.69,0,-0.01,15,8,32,0,1,0,0,Switzerland (Super League),0,116,55,0,0,0.06282051282,€600K - €6M,3300000
529,Guilherme Ramos,13,1170,90,191,86,25,7.19,2,0.15,0.23,0,2.28,0.25,0,0,0.96,0,0,128.6,0.79,3,14,3.15,115,0,0,0,0,0,0,0,1,13.92,0,Holland (Eredivisie),0.7,116,0,0,0.8771929825,0.1099145299,€220K - €2.2M,1210000
530,Florian Le Joncour,13,1170,90,193,86,27,6.83,0,0,0.25,0,0.91,0.08,0,0.08,0.9,0,0.08,131.3,0.89,1,18,2.54,103,0,0,0,0,0,0,0,0,14,1,Belgium (1B Pro League),0.92,102,0,0,0,0.1122222222,€600K - €1.4M,1000000
531,Tsiy-William Ndenge,13,1105,85,188,79,25,6.9,0,0,0.4,0,1.79,0.16,0.33,1.63,0.84,0.09,0.98,166.5,0.47,0,21,1.95,15,0,0,0,0,0,0,0,0,7.49,4,Switzerland (Super League),0.88,118,0,0,0,0.150678733,€275K - €2.8M,1537500
532,Oumar Solet,20,1800,90,192,81,22,7.54,1,0.05,0.25,0,0.88,0.54,0.3,0.45,0.96,0,0.35,227.1,0.85,5,15,2.45,175,0,0,0,0,0,0,0,8,12.95,1,Austria (Admiral Bundesliga),0.92,141,0,0,1.136363636,0.1261666667,€12.5M - €20M,16250000
533,Steeven Willems,16,1351,84.4375,180,75,32,7.09,0,0,0,0,0.52,0.08,0,0.93,0.88,0.27,0.27,182.3,0.84,2,20,3.2,60,0,0,0,0,0,0,0,0,7.39,0,Belgium (Pro League),0.84,114,0,0,0,0.1349370836,€100K - €1M,550000
534,Moustapha Name,14,1109,79.21428571,183,73,27,7.1,3,0.24,0.42,0,1.38,0.41,0.08,1.14,0.92,0,0.32,145.8,0.5,1,11,1.14,25,0,0,0,0,0,0,0,1,5.03,1,France (Ligue 2),0.83,112,0,0,2.173913043,0.1314697926,€200K - €650K,425000
535,Bjarne Thoelke,11,939,85.36363636,191,80,30,6.72,0,0,0,0,0.01,0.19,0,0.1,0.93,0,0.1,108.8,0.77,3,11,3.55,89,0,0,0,0,0,0,0,0,13.9,0,Austria (Admiral Bundesliga),0.86,105,0,0,0,0.1158679446,€85K - €850K,467500
536,Sergio Peña,29,2512,86.62068966,180,69,27,7.35,4,0.14,0.38,1,0.43,0.07,0.25,0.18,0.76,0.5,0.29,49.5,0.45,0,23,0.21,3,0,0,0,0,0,0,0.85,0,1.04,1,Sweden (Allsvenskan),0.85,127,0,0,9.302325581,0.01970541401,€300K - €2.9M,1600000
537,Thomas Fontaine,14,1260,90,184,78,31,6.81,1,0.07,0.25,0,0.51,0.14,0,0.21,0.94,0.14,0.07,143.5,0.76,3,11,2,127,0,0,0,0,0,0,0,0,12.07,0,France (Ligue 2),0.93,112,0,0,1.960784314,0.1138888889,€24K - €240K,132000
538,Sandy Walsh,12,1058,88.16666667,181,78,27,7.12,0,0,0,0,1.19,0,0.09,1.45,0.91,0.27,1.28,139.3,0.75,6,16,3.15,62,0,0,0,0,0,0,0,1,8.93,4,Belgium (Pro League),0.81,114,0,0,0,0.1316635161,€1.4M - €3.2M,2300000
539,Israel Puerto,16,1369,85.5625,188,74,29,7.46,2,0.13,0.4,0,0.57,0.07,0.07,0,0.9,0,0,89.2,0.79,0,15,1.18,66,0,0,0,0,0,0,0,3,6.9,1,Poland (Ekstraklasa),0.92,112,0,0,3.50877193,0.06515704894,€475K - €1.6M,1037500
540,Guga,18,1486,82.55555556,167,67,25,7.07,4,0.24,0.29,0,2.87,1.22,0.18,1.27,0.89,0.33,0.24,221.6,0.58,0,36,1.45,34,0,0,0,0,0,0,0,1,3.21,1,Portugal (Primeira Liga),0.65,123,0,0,1.393728223,0.1491251682,€230K - €2.3M,1265000
541,Axel Bamba,11,868,78.90909091,185,89,23,6.72,0,0,0.14,0,0.7,0.1,0,0.21,0.95,0,0,100.3,0.86,2,5,3.01,63,0,0,0,0,0,0,0,0,13.79,0,Belgium (Pro League),0.7,113,0,0,0,0.1155529954,€220K - €2.2M,1210000
542,Anderson Angulo,43,3971,92.34883721,187,86,26,7.36,3,0.07,0.3,0,0.77,0.03,0.07,0.11,0.84,0.33,0.05,206.8,0.85,3,33,0.75,157,0,0,0,0,0,0,0,3,6.37,3,Colombia (Categoría Primera A),0.94,125,0,0,3.896103896,0.05207756233,€30K - €325K,177500
543,Josip Posavec,15,1350,90,190,80,26,6.86,0,0,0,0,0,0.1,0.07,0.07,0.7,0,0,101.1,0,1,0,0.33,0,1.33,-7.46,-0.04,13,7,23,0,0,0,0,Croatia (Prva HNL),0,113,43,-5.764075067,0,0.07488888889,€0 - €26K,13000
544,Stipo Marković,20,1746,87.3,176,70,28,7.29,1,0.05,0.2,0,0.33,0,0.05,0.46,0.85,0.2,0.21,115.3,0.57,2,27,1.29,36,0,0,0,0,0,0,0,0,2.73,3,Bosnia & Herzegovina (Liga 12),0.85,105,0,0,3.03030303,0.06603665521,€20K - €200K,110000
545,Alan Ruiz,16,1133,70.8125,183,70,29,6.75,0,0,0.18,0,1.11,0.97,0.16,2.14,0.84,0.27,1.19,166,0.4,0,11,1.03,10,0,0,0,0,0,0,0,0,5.8,10,Portugal (Primeira Liga),0.88,119,0,0,0,0.1465136805,€250K - €2.6M,1425000
546,Maxence Derrien,15,1350,90,182,80,29,6.99,1,0.07,0.11,0,0.74,0,0.07,0.13,0.92,1,0.13,152.2,0.78,5,13,3.07,141,0,0,0,0,0,0,0,1,14.47,3,France (Ligue 2),0.83,103,0,0,1.351351351,0.1127407407,€7K - €70K,38500
547,Matej Rodin,12,1080,90,195,80,26,6.95,2,0.17,0.13,0,0.07,0,0.08,0.17,0.86,1,0.08,48.9,0.8,1,12,0.83,36,0,0,0,0,0,0,0,0,6.25,0,Poland (Ekstraklasa),0.94,110,0,0,28.57142857,0.04527777778,€220K - €750K,485000
548,Brice Maubleu,16,1299,81.1875,192,83,32,6.51,0,0,0,0,0,0,0,0.07,0.48,0,0,87.9,0,0,1,0,0,1.25,0,-0.01,8,8,28,0,0,0,0,France (Ligue 2),1,110,44,0,0,0.06766743649,€60K - €200K,130000
549,Shehu Abdullahi,18,1619,89.94444444,183,72,29,6.65,1,0.06,0.33,0,0.1,0,0.06,0.22,0.87,0.13,0.17,114.7,0.83,1,19,0.89,32,0,0,0,0,0,0,0,0,3.22,0,Cyprus (A' Katigorías),0.81,116,0,0,10,0.07084620136,€180K - €1.8M,990000
550,Matteo Grandi,12,1080,90,190,76,30,6.77,0,0,0,0,0,0,0,0.08,0.52,0,0,80,0,0,0,0,0,1.25,0,-0.05,3,4,19,0,1,0,0,Italy (Serie C/A),0.5,109,26,0,0,0.07407407407,€45K - €475K,260000
551,Kelvin Leerdam,31,2766,89.22580645,178,70,32,6.82,0,0,0.29,0,0.95,0.13,0.07,0.75,0.89,0.2,0.52,321.1,0.78,6,33,3.12,144,0,0,0,0,0,0,0,0,8.33,7,U.S.A. (MLS),0.81,118,0,0,0,0.116088214,€400K - €3.9M,2150000
552,Erwin Mulder,12,927,77.25,194,81,33,6.83,0,0,0,0,0,0,0,0,0.43,0,0,57.8,0,0,0,0,0,1.26,0,-0.04,5,7,23,0,1,0,0,Holland (Eredivisie),0.5,121,35,0,0,0.06235167206,€1.3M - €3.1M,2200000
553,Alexander Fuchs,14,1260,90,184,74,25,7.43,2,0.14,0.33,0,0.53,0.21,0,0.29,0.85,0,0,75.9,0.8,0,14,1.07,4,0,0,0,0,0,0,0,1,1.79,0,Austria (ADMIRAL 2. Liga),0.83,112,0,0,3.773584906,0.06023809524,€1.3M - €3.1M,2200000
554,Gerzino Nyamsi,15,1150,76.66666667,194,91,25,7.1,0,0,0.25,0,0.72,0.23,0.08,0.16,0.9,0,0.16,136.8,0.86,0,8,2.66,136,0,0,0,0,0,0,0,1,14.24,0,France (Ligue 2),0.91,113,0,0,0,0.1189565217,€130K - €1.3M,715000
555,Ilyas Chouaref,16,1245,77.8125,175,64,21,6.87,4,0.29,0.33,0,1.7,0.14,0.14,1.45,0.87,0.11,2.46,189.2,0.68,1,32,1.3,14,0,0,0,0,0,0,0,0,7.45,10,France (Ligue 2),0.89,110,0,0,2.352941176,0.1519678715,€325K - €3.3M,1812500
556,Thales,17,1530,90,178,73,28,6.84,0,0,0.18,0,2.36,0.4,0.06,0.53,0.91,0.21,1.29,222.3,0.72,3,23,3,85,0,0,0,0,0,0,0,1,7.71,5,Portugal (Primeira Liga),0.84,128,0,0,0,0.1452941176,€1.8M - €4.1M,2950000
557,Cédric Kipré,24,2160,90,194,106,25,7.16,2,0.08,0.25,0,1.62,0.08,0.04,0.21,0.93,0.66,0.25,245.1,0.82,6,28,2.04,203,0,0,0,0,0,0,0,0,13,1,U.S.A. (MLS),0.86,120,0,0,1.234567901,0.1134722222,€210K - €2.1M,1155000
558,Cameron Humphreys,12,1005,83.75,187,81,24,6.92,1,0.09,0.2,0,0.37,0.18,0,0,0.95,0,0,122.2,0.77,3,3,2.6,86,0,0,0,0,0,0,0,0,15.04,0,Belgium (Pro League),0.46,110,0,0,2.702702703,0.1215920398,€1.2M - €2.7M,1950000
559,Santiago Colombatto,14,1235,88.21428571,179,71,25,7.09,0,0,0.25,0,0.28,1.04,0.29,1.09,0.89,0.07,0.44,126.9,0.64,0,19,0.51,15,0,0,0,0,0,0,0,0,3.86,0,Mexico (Liga BBVA MX),0.85,121,0,0,0,0.1027530364,€650K - €6.4M,3525000
560,Kevin Dawson,19,1710,90,185,80,30,6.83,0,0,0,0,0,0,0,0.16,0.53,0,0,67,0,0,2,0,0,1.32,0,-0.03,10,6,21,0,0,0,0,Uruguay (Campeonato Uruguayo),0.5,121,37,0,0,0.03918128655,€80K - €800K,440000
561,José Moya,26,2387,91.80769231,184,80,30,7.02,1,0.04,0.17,0,0.03,0,0.04,0.04,0.77,0.5,0,39.6,0.67,0,32,0.49,26,0,0,0,0,0,0,0,1,1.73,0,Colombia (Categoría Primera A),0.97,119,0,0,33.33333333,0.01658986175,€180K - €600K,390000
562,Rafael Carrascal,11,1137,103.3636364,177,75,29,7.38,2,0.16,0.4,0,0.38,0,0.16,0.08,0.78,0,0.08,18.4,0.83,0,12,0.24,2,0,0,0,0,0,0,0,1,0.47,0,Colombia (Categoría Primera A),0.83,123,0,0,5.263157895,0.01618293755,€50K - €500K,275000
563,Bilal Boutobba,13,878,67.53846154,173,65,24,6.82,3,0.31,0.38,0,1.65,0.1,0.1,1.74,0.86,0.25,2.97,116.2,0.68,0,18,2.15,11,0,0,0,0,0,0,0,0,5.74,7,France (Ligue 2),0.89,110,0,0,1.818181818,0.1323462415,€110K - €1.1M,605000
564,Marvin Schulz,13,1138,87.53846154,186,77,27,7.25,3,0.24,0.67,0,1.55,0.08,0,0.32,0.93,0,0.16,128.3,0.79,1,7,3.01,110,0,0,0,0,0,0,0,2,13.52,0,Switzerland (Super League),0.89,125,0,0,1.935483871,0.112741652,€550K - €5.6M,3075000
565,Sandry,31,2603,83.96774194,174,64,20,6.92,4,0.14,0.45,0,3.26,0.52,0.14,0.97,0.88,0.14,0.48,292.2,0.69,1,28,1.14,40,0,0,0,0,0,0,0,1,2.9,1,Brazil (Brasileiro Série A),0.8,125,0,0,1.226993865,0.1122550903,€13M - €16M,14500000
566,Souleymane Karamoko,14,1260,90,170,65,30,6.91,0,0,0.6,0,0.49,0.14,0.07,1.21,0.93,0.16,0.57,176.7,0.75,2,19,2.79,75,0,0,0,0,0,0,0,1,7.29,5,France (Ligue 2),0.95,113,0,0,0,0.1402380952,€90K - €900K,495000
567,Mehdi Zerkane,13,1035,79.61538462,186,72,23,6.95,1,0.09,0.22,1,1.86,0.26,0,1.48,0.82,0.29,1.04,158.4,0.5,0,12,0.96,12,0,0,0,0,0,0,0.86,1,7.48,1,France (Ligue 1),0.86,121,0,0,0.5376344086,0.1530434783,€300K - €3.1M,1700000
568,Hrvoje Miličević,15,1333,88.86666667,192,83,29,6.77,0,0,0.11,0,0.85,0.17,0,0.07,0.9,0,0.07,148.5,0.77,4,8,2.84,132,0,0,0,0,0,0,0,0,12.76,1,Cyprus (A' Katigorías),0.93,111,0,0,0,0.1114028507,€160K - €1.6M,880000
569,Ousseynou Thioune,13,1107,85.15384615,180,72,28,6.75,0,0,0.25,0,0.87,0.33,0,0.65,0.89,0.33,0.33,149.6,0.81,0,18,1.14,24,0,0,0,0,0,0,0,0,5.2,0,France (Ligue 1),0.9,108,0,0,0,0.1351400181,€325K - €3.2M,1762500
570,Juan David Ríos,44,3674,83.5,174,72,31,7.15,3,0.07,0.26,0,3.05,0.4,0.17,0.51,0.83,0.35,0.1,216.5,0.67,1,42,0.69,40,0,0,0,0,0,0,0,1,2.38,0,Colombia (Categoría Primera A),0.75,117,0,0,0.9836065574,0.05892759935,€210K - €700K,455000
571,David Jensen,11,862,78.36363636,195,92,30,6.78,0,0,0,0,0,0,0,0.42,0.42,0,0,54.3,0,0,0,0,0,1.36,0,-0.03,7,2,14,0,1,0,0,U.S.A. (MLS),1,119,23,0,0,0.06299303944,€220K - €2.2M,1210000
572,Tudor Băluţă,15,1140,76,191,80,23,6.86,1,0.08,0.29,0,0.53,0.08,0.08,0.47,0.95,0,0.08,160.6,0.76,0,14,1.03,26,0,0,0,0,0,0,0,1,7.18,0,France (Ligue 2),0.88,119,0,0,1.886792453,0.140877193,€2M - €4.6M,3300000
573,Maxime Spano,14,1171,83.64285714,184,81,27,6.84,0,0,0.2,0,0.73,0,0.08,0.15,0.95,0,0.15,141.4,0.68,1,13,2.92,112,0,0,0,0,0,0,0,0,14.83,0,France (Ligue 2),1,116,0,0,0,0.1207514944,€130K - €1.3M,715000
574,Jordy Wehrmann,13,1141,87.76923077,180,69,23,6.85,3,0.24,0.68,0,2.59,0.32,0.08,1.1,0.86,0.46,0.24,155.5,0.78,0,31,0.87,14,0,0,0,0,0,0,0,1,5.13,1,Switzerland (Super League),0.69,124,0,0,1.158301158,0.1362839614,€200K - €2M,1100000
575,Mathieu Michel,16,1440,90,189,84,31,6.87,0,0,0,0,0,0,0,0.12,0.56,0,0,105.5,0,0,1,0,0,1.25,0,-0.01,12,9,31,0,3,0,0,France (Ligue 2),0,115,52,0,0,0.07326388889,€24K - €240K,132000
576,Raoul Petretta,20,1743,87.15,176,70,25,7,0,0,0.25,0,0.57,0.49,0.1,1.29,0.92,0.31,0.15,246.2,0.74,4,27,2.12,77,0,0,0,0,0,0,0,1,6.87,4,Switzerland (Super League),0.93,119,0,0,0,0.1412507172,€500K - €5M,2750000
577,Peter Leeuwenburgh,13,1170,90,196,94,28,6.82,0,0,0,0,0,0,0,0.31,0.4,0,0,83,0,0,0,0,0,1.31,0,-0.03,12,11,22,0,1,0,0,Holland (Eredivisie),0.5,117,45,0,0,0.07094017094,€475K - €4.8M,2637500
578,Cédric Hountondji,15,1350,90,195,85,28,7.22,0,0,0.29,0,0.45,0,0.07,0.13,0.94,1,0.07,151.4,0.91,6,14,2.13,125,0,0,0,0,0,0,0,1,13.47,1,France (Ligue 2),0.5,124,0,0,0,0.1121481481,€550K - €5.6M,3075000
579,Lucas Cunha,16,1394,87.125,186,80,25,6.89,0,0,0.5,0,0.46,0.17,0.06,0.19,0.95,1,0.19,162.9,0.72,4,18,2.39,135,0,0,0,0,0,0,0,1,13.82,0,Portugal (Primeira Liga),1,129,0,0,0,0.1168579627,€650K - €6.2M,3425000
580,Lucas Áfrico,17,1588,93.41176471,188,80,27,6.95,0,0,0.36,0,1.39,0,0.11,0.23,0.94,0.4,0.28,181.4,0.76,5,30,1.87,138,0,0,0,0,0,0,0,1,13.83,2,Portugal (Primeira Liga),0.6,127,0,0,0,0.114231738,€1.4M - €3.3M,2350000
581,Oscar Lewicki,26,2340,90,170,67,30,7.26,0,0,0.25,0,0.52,0.15,0.08,0.23,0.81,0,0,66.8,0.8,1,21,0.15,12,0,0,0,0,0,0,0,0,0.96,0,Sweden (Allsvenskan),0.92,127,0,0,0,0.02854700855,€230K - €2.3M,1265000
582,Dominik Greif,12,997,83.08333333,197,82,25,6.77,0,0,0,0,0,0,0,0,0.4,0,0,67.8,0,0,0,0,0,1.44,0,-0.03,9,6,23,0,0,0,0,Portugal (Primeira Liga),1,125,38,0,0,0.06800401204,€200K - €650K,425000
583,Jack Elliott,33,2844,86.18181818,199,84,27,6.81,5,0.16,0.32,0,1.18,0.03,0.09,0.38,0.92,0.4,0.06,266.6,0.75,0,21,0.66,56,0,0,0,0,0,0,0,0,4.75,0,U.S.A. (MLS),0.78,111,0,0,4.237288136,0.09374120956,€275K - €2.8M,1537500
584,Lucas Rougeaux,12,1080,90,186,84,28,6.97,0,0,0,0,0.15,0,0,0,0.91,0,0,125.4,0.8,3,15,2.33,104,0,0,0,0,0,0,0,1,14.33,1,Belgium (Pro League),0.93,112,0,0,0,0.1161111111,€130K - €1.3M,715000
585,Jessy Benet,14,1147,81.92857143,186,75,27,7.06,0,0,0.14,0,0.88,0.39,0.24,1.49,0.89,0.54,0.31,163.7,0.65,0,11,1.49,24,0,0,0,0,0,0,0,1,5.1,0,France (Ligue 2),0.46,115,0,0,0,0.1427201395,€425K - €1.4M,912500
586,Philipp Wiesinger,12,1080,90,181,74,28,7.29,1,0.08,0.14,0,0.78,0,0.08,1,0.92,0.28,0.17,148.9,0.78,3,7,1.5,32,0,0,0,0,0,0,0,0,5.75,0,Austria (Admiral Bundesliga),0.67,119,0,0,1.282051282,0.1378703704,€275K - €2.7M,1487500
587,Antonio Palumbo,11,869,79,182,78,26,7.05,2,0.21,0.46,0,1.23,0.35,0.21,1.24,0.91,0.28,0.21,121.1,0.67,0,25,0.93,10,0,0,0,0,0,0,0,0,4.04,2,Italy (Serie C/B),0.71,115,0,0,1.62601626,0.1393555811,€1.4M - €3.2M,2300000
588,Samuele Perisan,11,1020,92.72727273,192,82,25,6.89,0,0,0,0,0,0,0,0.35,0.41,0,0,72.8,0,0,0,0,0,0.88,0,-0.05,6,7,18,0,1,0,0,Italy (Serie B),0.33,105,31,0,0,0.07137254902,€40K - €425K,232500
589,Fernand Mayembo,13,1048,80.61538462,184,88,26,7.15,1,0.09,0.14,0,1.11,0,0.09,0.26,0.95,0,0,120.3,0.82,3,8,3.52,113,0,0,0,0,0,0,0,1,14,0,France (Ligue 2),0.94,117,0,0,0.9009009009,0.1147900763,€170K - €1.7M,935000
590,Julian Jeanvier,13,1135,87.30769231,185,84,30,6.97,0,0,0.33,0,0.63,0,0,0.16,0.93,0.5,0.08,103.5,0.78,2,11,2.38,80,0,0,0,0,0,0,0,0,11.58,0,Poland (Ekstraklasa),1,109,0,0,0,0.09118942731,€180K - €1.8M,990000
591,Nico Antonitsch,11,950,86.36363636,188,81,31,6.68,1,0.09,0.33,0,0.33,0,0,0.95,0.89,0.37,0.57,121.9,0.71,5,14,3.51,59,0,0,0,0,0,0,0,1,10.52,1,Austria (Admiral Bundesliga),0.91,102,0,0,3.03030303,0.1283157895,€60K - €600K,330000
592,Nermin Zolotic,12,1080,90,190,78,29,7.39,1,0.08,0.38,0,1.63,0,0.08,0.17,0.95,0,0,117.8,0.86,2,10,2.92,97,0,0,0,0,0,0,0,1,13.17,1,Belgium (1B Pro League),0.69,103,0,0,0.6134969325,0.1090740741,€950K - €2.2M,1575000
593,Bafodé Diakité,16,1410,88.125,185,73,21,7.18,1,0.06,0.17,0,1.18,0.13,0.19,0.26,0.93,0,0,160,0.81,3,5,2.55,134,0,0,0,0,0,0,0,2,12.57,2,France (Ligue 2),0.92,133,0,0,0.8474576271,0.1134751773,€4.5M - €6M,5250000
594,Ibrahima Sissoko,16,1368,85.5,193,88,24,6.83,0,0,0.07,0,0.98,0.13,0.07,0.79,0.93,0,0,179.6,0.7,1,8,1.64,34,0,0,0,0,0,0,0,0,6.51,0,France (Ligue 2),0.89,123,0,0,0,0.1312865497,€250K - €2.5M,1375000
595,Ali Abdi,14,1224,87.42857143,183,73,28,6.89,0,0,0,0,0.36,0.37,0,0.96,0.9,0.35,0.29,171.3,0.77,2,17,2.79,62,0,0,0,0,0,0,0,1,8.46,2,France (Ligue 2),0.77,116,0,0,0,0.1399509804,€75K - €750K,412500
596,Gédéon Kalulu,14,1260,90,178,78,25,6.88,1,0.07,0.27,0,1.06,0.07,0.07,0.86,0.89,0.2,0.5,161.7,0.74,2,19,2.21,97,0,0,0,0,0,0,0,1,9.93,3,France (Ligue 2),0.68,114,0,0,0.9433962264,0.1283333333,€210K - €700K,455000
597,Jordi Quintillà,13,1170,90,181,71,29,6.77,0,0,0,0,0.29,0.23,0.08,0.77,0.86,0.3,0.38,166.3,0.61,1,21,1.15,17,0,0,0,0,0,0,0,1,5.38,1,Switzerland (Super League),0.78,124,0,0,0,0.1421367521,€600K - €6.2M,3400000
598,Josip Elez,20,1751,87.55,189,89,28,7.4,8,0.41,0.64,0.71,7.45,0.07,0,0.05,0.97,0.5,0.26,203,0.79,5,8,4.42,152,0,0,0,0,0,0,0.8,6,14.85,0,Croatia (Prva HNL),0.8,121,0,0,1.073825503,0.1159337521,€130K - €1.3M,715000
599,Hjörtur Hermannsson,11,965,87.72727273,190,81,27,7.56,0,0,0.33,0,0.46,1.11,0.19,0.75,0.94,0.28,0.37,120.5,0.9,3,9,2.61,88,0,0,0,0,0,0,0,2,12.22,3,Italy (Serie C/B),0.76,118,0,0,0,0.1248704663,€550K - €5.6M,3075000
600,Ismaël Kandouss,11,990,90,192,83,24,6.78,1,0.09,0.5,1,1.46,0,0,0.09,0.94,0,0.18,105.9,0.75,1,13,2.55,100,0,0,0,0,0,0,0.88,1,13.73,1,Belgium (Pro League),0.88,118,0,0,0.6849315068,0.106969697,€1.1M - €11.5M,6300000
601,Josema Sánchez,11,1069,97.18181818,184,81,26,7.12,0,0,0.56,0,1.07,0,0.08,0.51,0.93,0.55,0.08,127.6,0.82,1,7,2.1,104,0,0,0,0,0,0,0,0,13.05,0,France (Ligue 2),0.5,123,0,0,0,0.1193638915,€400K - €3.9M,2150000
602,Marlon Torres,27,2386,88.37037037,180,93,26,6.93,3,0.11,0.18,0,0.89,0,0.04,0.04,0.83,0,0,95.5,0.73,0,30,0.83,73,0,0,0,0,0,0,0,1,4.6,1,Colombia (Categoría Primera A),0.97,118,0,0,3.370786517,0.04002514669,€60K - €200K,130000
603,Abdoullah Ba,14,1274,91,182,81,19,7.21,4,0.28,0.5,0,1.29,0.14,0.21,1.34,0.88,0.16,0.64,176.9,0.73,0,12,1.48,16,0,0,0,0,0,0,0,1,2.9,0,France (Ligue 2),0.92,124,0,0,3.100775194,0.1388540031,€475K - €4.8M,2637500
604,Lilian Brassier,13,1073,82.53846154,184,78,22,6.83,0,0,0.14,0,0.68,0.17,0,0,0.93,1,0.34,122.2,0.8,0,13,2.68,99,0,0,0,0,0,0,0,0,15.35,2,France (Ligue 1),0.64,120,0,0,0,0.1138863001,€450K - €4.5M,2475000
605,Wojciech Golla,14,1260,90,186,80,30,6.81,1,0.07,0.27,0,0.67,0.21,0,0,0.87,0.28,0.29,78.4,0.77,1,3,1.07,62,0,0,0,0,0,0,0,0,6.21,0,Poland (Ekstraklasa),0.95,115,0,0,1.492537313,0.06222222222,€300K - €1M,650000
606,Gustavo Ledes,15,1248,83.2,173,70,30,7.26,0,0,0.22,0,0.73,0.72,0.36,1.37,0.9,0.66,0.36,169,0.68,1,10,1.15,24,0,0,0,0,0,0,0,3,4.54,1,Cyprus (A' Katigorías),0.73,125,0,0,0,0.1354166667,€2M - €4.5M,3250000
607,Antonio Milić,19,1710,90,191,81,28,6.88,0,0,0,0,0.84,0,0,0.11,0.88,0,0,134.3,0.85,1,16,1.79,129,0,0,0,0,0,0,0,0,9.89,2,Poland (Ekstraklasa),0.89,120,0,0,0,0.0785380117,€130K - €1.3M,715000
608,Matheus,13,1127,86.69230769,192,87,30,6.78,0,0,0.25,0,0.3,0.1,0,0.08,0.93,0,0.08,127.5,0.78,2,8,2.72,126,0,0,0,0,0,0,0,0,13.18,1,Belgium (Pro League),0.92,114,0,0,0,0.1131322094,€160K - €1.6M,880000
609,Matheus,13,1127,86.69230769,192,87,30,6.78,0,0,0.25,0,0.3,0.1,0,0.08,0.93,0,0.08,127.5,0.78,2,8,2.72,126,0,0,0,0,0,0,0,0,13.18,1,Belgium (Pro League),0.92,114,0,0,0,0.1131322094,€7.2M - €9.6M,8400000
610,Matheus,12,1249,104.0833333,190,84,30,7.42,0,0,0,0,0,0,0,0,0.67,0,0,17.8,0,0,0,0,0,0.65,0,-0.15,4,2,7,0,1,0,0,Brazil (Brasileiro Série A),0,138,13,0,0,0.01425140112,€160K - €1.6M,880000
611,Matheus,12,1249,104.0833333,190,84,30,7.42,0,0,0,0,0,0,0,0,0.67,0,0,17.8,0,0,0,0,0,0.65,0,-0.15,4,2,7,0,1,0,0,Brazil (Brasileiro Série A),0,138,13,0,0,0.01425140112,€7.2M - €9.6M,8400000
612,Laurent Dos Santos,13,1155,88.84615385,177,70,29,6.94,1,0.08,0.21,0,1.05,0.16,0,0.94,0.94,0.46,0.31,155.7,0.81,1,19,2.96,63,0,0,0,0,0,0,0,0,6.86,5,France (Ligue 2),0.73,112,0,0,0.9523809524,0.1348051948,€45K - €450K,247500
