user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
Basil Thankachan,"Kerala, India",👤Quizzing Enthusiast❓| ⚽ Chelsea FC💙| 🏏MI Paltan💙|💼LSGD - Govt. of Kerala✒️,2013-11-01 10:16:54,13,41,33,FALSE,2022-06-05 15:59:20,"HISTORY REWRITTEN AGAIN..!! ⚡️
G.O.A.T debate will continue forever, but he's the greatest fighter and champion in any sport ever. 

14th French Open 🎾,  22nd Grandslam 🏆🔥

#FrenchOpen2022 #History #RafaelNadal𓃵 #FrenchOpen https://t.co/U6EtUEouPx",,Twitter for Android,FALSE
SegunDatInsuranceGuy,"Lagos, Nigeria","Am into Insurance & Risks Management. Fmr Ag. Ins. Mgr.,Uacn plc. #TeamArsenal. Husband. Father of nations. Simple, friendly, free minded, ambitious & pushy",2009-10-27 17:48:51,2777,2241,11355,FALSE,2022-06-05 15:59:15,He gets no dirty rubbing himself on clay. He takes joy in doing just that cos that is his perfect playground. King Nadal. #ClayKing #GrandSlam22 #RafaelNadal𓃵  #RolandGarros  #FrenchOpen2022  #VamosRafa # https://t.co/TB2pdyPYtb,,Twitter for Android,FALSE
Deepak Thakur,"Patna/Lucknow UP 🇮🇳

",The Official Twitter Account of DKT. Ex- District President & Incharge of Lucknow @BJYM |#कट्टर_हिंदू_बनो_हिंदू_राष्ट्र_शेरेस्ट_राष्ट्र🙏 #भारत_माता_की_जय 🙏,2017-04-01 13:54:39,2483,1173,105733,FALSE,2022-06-05 15:59:11,"No one can stop #Nadal 🔥from achieveing his goal💪✌️

#RafaelNadal𓃵 https://t.co/iYn9vHemIP","['Nadal', 'RafaelNadal𓃵']",Twitter for Android,FALSE
Bill Cress,The Twilight Zone,I would say my favorite art form is a tie between sculpting and stand-up comedy.,2009-03-11 13:59:00,903,1016,4988,FALSE,2022-06-05 15:59:11,"22… and counting.

#RafaelNadal𓃵",['RafaelNadal𓃵'],Twitter for iPhone,FALSE
Vinay Mehta,"Jaipur, India",I simulate Excel sheets.,2015-03-24 10:56:16,272,261,183785,FALSE,2022-06-05 15:59:08,"🐐.
That's it, that's the tweet.
#RafaelNadal𓃵 https://t.co/c13CNhCyLW",['RafaelNadal𓃵'],Twitter for Android,FALSE
Ishan Singh,"Noida, India",DPSRKP’26,2022-02-13 12:56:55,7,30,23,FALSE,2022-06-05 15:59:07,"Incredible performance!

#RolandGarros #RafaelNadal𓃵 https://t.co/YUH0vbsS0Z","['RolandGarros', 'RafaelNadal𓃵']",Twitter for iPad,FALSE
Snow ❄,Aryavart,"Proud Indian.. 🇮🇳 🚩

Love maths more than bio

🐱🐶🔬👨‍🏫👨‍🔬

#VamosRafa #Sachin #Yuvi",2019-06-02 16:50:54,925,1015,15180,FALSE,2022-06-05 15:59:07,"GREATEST ATHLETE OF ALL TIME

#RafaelNadal𓃵 #KingOfClay
#VamosRafa #RolandGarros https://t.co/L7eY2oVCLo","['RafaelNadal𓃵', 'KingOfClay', 'VamosRafa', 'RolandGarros']",Twitter for Android,FALSE
Arthur Araña,Republic of the Philippines,live to love. love to live.,2012-07-17 8:11:44,22,85,381,FALSE,2022-06-05 15:59:03,"The most tenacious GOAT numero uno @RafaelNadal! 
                 🏆
            🏆🏆
       🏆🏆🏆
            🏆🏆
            🏆🏆
            🏆🏆
            🏆🏆
            🏆🏆
            🏆🏆
       🏆🏆🏆🏆

#RolandGarros #RolandGarros2022 #RafaelNadal𓃵 #RafaelNadal https://t.co/t9339vjysC",,Twitter for iPhone,FALSE
Ananth,Tellus(Latin),Simply Astronomy🔭🔭,2020-11-04 6:16:24,54,599,938,FALSE,2022-06-05 15:58:55,Watching Nadal play for the past 6 months shows how tirelessly he had worked to comeback from many setbacks like injury.Still the era of #RafaelNadal𓃵 is not over yet.,,Twitter Web App,FALSE
Neeraj Lahoti,,,2022-05-30 7:12:29,26,14,107,FALSE,2022-06-05 15:58:55,"Done in 3 sets 😎!
#RafaelNadal𓃵 
#RolandGarros https://t.co/l7bOiLf2hH","['RafaelNadal𓃵', 'RolandGarros']",Twitter for Android,FALSE
E,Boricua de Isla Living In CT,Recording Artist #Boxing🥊 #MMA 🤼‍♂️ #MUFC🔴 🇵🇷 #Hoops 🏀 📈 https://t.co/VEEIxYxzuA,2010-07-09 16:47:46,639,199,15432,FALSE,2022-06-05 15:58:54,Dammit i missed Nadal winning his 14 french open. What an amazing feat. Surely wont be duplicated ever again. #RafaelNadal𓃵,['RafaelNadal𓃵'],Twitter for iPhone,FALSE
eleazar valdez,"Fresno, CA",Outreach Specialist at CVIIC in Fresno CA. I love  tennis and  photography. Views & Opinions on this account are mine alone,2009-12-13 5:33:56,550,420,28839,FALSE,2022-06-05 15:58:49,“I want to keep  fighting” #RafaelNadal𓃵  that gives me hope and will not listen to the other fake rumors. #vamosrafa,"['RafaelNadal𓃵', 'vamosrafa']",Twitter for iPhone,FALSE
Mohan Verma,Ujjain,"proud indian🇮🇳🇮🇳  Civil engineer 😍
जय श्री महाकाल🙏viratian forever @imVkohli",2017-02-19 3:07:33,45,322,8677,FALSE,2022-06-05 15:58:48,"#RafaelNadal𓃵  securing 14 French open title
SIMPLY THE BEST 👏👏
@RafaelNadal https://t.co/6sx98jR7Ig",['RafaelNadal𓃵'],Twitter for Android,FALSE
85,Where sun is shining,save the earth. it's the only planet Rafa/Oasis exists. English/ Spanish learner,2011-09-29 4:41:23,16,351,11331,FALSE,2022-06-05 15:58:48,"“I’m gonna keep fighting…”

Gracias Rafa 😭🙏✨

I love you more than words can say💚💛

#VamosRafa #RafaelNadal𓃵","['VamosRafa', 'RafaelNadal𓃵']",Twitter for iPhone,FALSE
Phalin,Bombay / Bangalore,I give ideas for a living,2009-05-02 7:35:42,1816,778,7747,FALSE,2022-06-05 15:58:47,The greatest! #RafaelNadal𓃵 https://t.co/ZQDfNI2mn3,['RafaelNadal𓃵'],Twitter for Android,FALSE
Saurabh,,Depressed Manchester United fan.,2018-05-19 10:32:59,199,554,6774,FALSE,2022-06-05 15:58:47,"French open in football terms is like farmers league how can a single man win it every year.
#FrenchOpen
#RafaelNadal𓃵","['FrenchOpen', 'RafaelNadal𓃵']",Twitter for Android,FALSE
Princhi Pratim,,"Engineer

Sports freak❤️",2019-05-23 12:43:40,15,106,592,FALSE,2022-06-05 15:58:47,"Came with double from Paris 🤍🏳️
@realmadrid @RafaelNadal 
#uclfinal #RafaelNadal𓃵 #RolandGarros #FrenchOpen https://t.co/MvtBbCBaXZ","['uclfinal', 'RafaelNadal𓃵', 'RolandGarros', 'FrenchOpen']",Twitter for Android,FALSE
Franco Lyners,Currently travelling 🌏,"I❤️🚴‍♀️, politics,Zero CO2,🎾, squash,🏏,athletics, 📷, ✈️travel⛷,💪🏋gym,music,ManU⚽️, 🏎F1,🏍MotoGP, WRC,WEC,WSBK,🏎Ferrari,BMW,Rugby Union/League🏉",2012-12-31 0:59:57,284,367,13193,FALSE,2022-06-05 15:58:41,VAMOS #Rafa #RafaelNadal𓃵 🇪🇸 #SPAIN #rafanadal #RafaelNadal @RafaelNadal @RafaelNadalFC ! THE UNDISPUTED GOAT 💪👊🐐! THE GREATEST EVER!! 14x #RolandGarros TITLES Will never be beaten &amp; 22 🏆💪🐐Titles overall!Congrats 🥳 🎉 to the MATADOR 😇🏆🇪🇸🥳🙏 #frenchopenfinal #TENNIS https://t.co/chNWLcbV8X,"['Rafa', 'RafaelNadal𓃵', 'SPAIN', 'rafanadal', 'RafaelNadal']",Twitter for iPhone,FALSE
حماصه,,HR 🖋 #Zamalek🌍 El-Mokhtalat🏠 #Palestine🇵🇸,2014-07-29 1:51:41,3094,4939,10533,FALSE,2022-06-05 15:58:41,"King of Rolan 👑 🎾

#RafaelNadal𓃵 https://t.co/wjOcj2s7Qc",['RafaelNadal𓃵'],Twitter for iPhone,FALSE
Jae Green,Jamaica,Saved ✝️| Tennis Lover || @rafaelnadal x @venuseswilliams | Track & Field 🇯🇲 | Chelsea FC | LA Lakers | West Indies x England Cricket | @golfoundationja,2013-08-12 19:46:57,701,482,41117,FALSE,2022-06-05 15:58:39,"It baffles me how every commentator doubted Rafa, no one had him as the favourite, not one. How on earth can you count out the The King of Clay?? How? #RafaelNadal𓃵 #RolandGarros",,Twitter for iPhone,FALSE
cheena garg,,,2013-10-03 15:16:33,21,316,4334,FALSE,2022-06-05 15:58:38,"“I don’t know what is gonna happen in the future, but I will keep fighting.”
Just keep going #RafaelNadal𓃵  ❤❤",['RafaelNadal𓃵'],Twitter Web App,FALSE
R.C. 🏀🖤🐬,,Go Spurs Go!,2012-01-15 4:29:10,207,397,84284,FALSE,2022-06-05 15:58:38,"Who do we need to talk to at @rolandgarros to rename the trophy ""Rafa?!"" 😂😎😉🐐  #RafaelNadal𓃵 #VamosRafa #RolandGarros","['RafaelNadal𓃵', 'VamosRafa', 'RolandGarros']",Twitter for Android,FALSE
Anup Shanbhag,"Sirsi, Karnataka",Escapist | Suffering from Wanderlust | Food Fanatic | Potterhead | Arsenal | RAFA | F1 | MotoGP,2010-01-04 13:07:48,254,32,2188,FALSE,2022-06-05 15:58:35,"❤️❤️🤙🏽🤙🏽💪🏽💪🏽 

#RafaelNadal𓃵 Forever.",['RafaelNadal𓃵'],Twitter for iPhone,FALSE
Harminder,"Khatra mahal, Shaitan gali","Depressed PBKS fan 🤦

Tweets/Retweets are mostly about 
Cricket🏏| Sports🏅| Movies and Shows | Tech",2013-10-17 11:16:46,54,269,31995,FALSE,2022-06-05 15:58:33,"King of clay

#RafaelNadal𓃵 https://t.co/8DhqvqYjLS",['RafaelNadal𓃵'],Twitter for Android,FALSE
Punt Road’s Scholar,"Darraweit Guim, Victoria",Farmer / Shearer / Band manager / Barrister,2019-11-09 8:12:25,409,397,12543,FALSE,2022-06-05 15:58:30,"Well it is almost 2:00am here in AUS! 

“Rafael Nadal wins his 14th STRAIGHT #RolandGarros  Title, in FRENCH Sets!”

#RafaelNadal𓃵 
@RafaelNadal 
@RafaelNadalFC 
@rolandgarros 😅",['RolandGarros'],Twitter for iPhone,FALSE
Sai Veer,,| 𝘚𝘱𝘰𝘳𝘵𝘴 | 𝘔𝘶𝘴𝘪𝘤 | 𝘉𝘰𝘰𝘬𝘴 | 𝘔𝘰𝘷𝘪𝘦𝘴 | 𝘕𝘢𝘵𝘶𝘳𝘦 | 𝘓𝘺𝘳𝘪𝘤𝘴 | 𝘚𝘱𝘰𝘳𝘵𝘴 𝘚𝘵𝘰𝘳𝘪𝘦𝘴- @TalesofSport |𝘞𝘰𝘮𝘦𝘯 in 𝘚𝘱𝘰𝘳𝘵𝘴 |,2013-11-08 12:38:05,520,1517,72138,FALSE,2022-06-05 15:58:28,"Winning requires real talk. Or, even better, no talk at all. No-fuss about anything. 

#RafaelNadal𓃵 | #RolandGarros https://t.co/UHMo6th9kV","['RafaelNadal𓃵', 'RolandGarros']",Twitter for iPhone,FALSE
Prasad,France,"Worship @manutd, Fernando Alonso, Nadal, and God Sachin 😀",2010-05-29 6:40:22,263,2259,5438,FALSE,2022-06-05 15:58:25,Proud to be your fan Rafa 🙌💪 #22 #RafaelNadal𓃵,['RafaelNadal𓃵'],Twitter for Android,FALSE
$ushmitaA,"Tanjay City, Central Visayas",,2016-03-11 13:04:32,415,313,10994,FALSE,2022-06-05 15:58:25,Congratulations @RafaelNadal 🔥❤️ #RafaelNadal𓃵,['RafaelNadal𓃵'],Twitter for iPhone,FALSE
Obeth Joy Chariath,"Tamil Nadu, India","Common man, opinion is only mine.
Love Photography and Sports - Volleyball 🏐 Badminton and Tennis.

My Tweets will not let you know me what I'm ✌️",2011-07-24 17:46:53,40,274,2298,FALSE,2022-06-05 15:58:22,"@RafaelNadal is undefeated in #RolandGarros Finals 

14-0 🔥🔥

#RafaelNadal𓃵","['RolandGarros', 'RafaelNadal𓃵']",Twitter for Android,FALSE
Senthil,,,2010-11-25 11:41:16,1,114,42,FALSE,2022-06-05 15:58:17,"""I am not injured; I am a player living with an injury,"" And here we are, with @RafaelNadal winning his 14th #FrenchOpen ... #RafaelNadal𓃵 #RolandGarros",,Twitter for Android,FALSE
Shanalia,🇲🇾,"Manchester United fan!!
I love art, nature, animals and food!! 
In no particular order 😉",2013-06-07 12:45:27,1627,1171,20232,FALSE,2022-06-05 15:58:15,"What a Champ 👉🏼 #RafaelNadal𓃵 
Congratulations to #CasperRuud for reaching the finals as well!!
#RolandGarros #FrenchOpen #FrenchOpen2022Final https://t.co/C45wBYKtol","['RafaelNadal𓃵', 'CasperRuud', 'RolandGarros']",Twitter for Android,FALSE
@nee$,,"VIII’XIX❤️|| FC BARCELONA || RCB ||FEDERER||VETTEL||Messi,Virat,Salman💞",2021-04-09 1:49:05,35,221,15697,FALSE,2022-06-05 15:58:10,"🐐 of #RolandGarros Yet again!!
Congratulations 👏❤️#RafaelNadal𓃵 

Kudos to Rudd for your first grand slam final, long way to go Keep fighting! https://t.co/BlrajytPDm","['RolandGarros', 'RafaelNadal𓃵']",Twitter for iPhone,FALSE
Anshuman Choubey,"Hoshangabad, India","Seeker of knowledge, Egalitarian. Bharat.",2014-05-23 8:32:43,59,111,5526,FALSE,2022-06-05 15:58:09,"Who's here to slay?
#RAFA is the King, says the clay!
#RafaelNadal𓃵 #RolandGarros #14 #22","['RAFA', 'RafaelNadal𓃵', 'RolandGarros']",Twitter for Android,FALSE
Marisa Artista,"Brooklyn, NY","Graphic Designer, Mixed Media Artist, Dreamer, Goofball",2015-01-08 22:15:43,238,1827,31817,FALSE,2022-06-05 15:58:08,RAFA the GOAT 🐐🇪🇸 #RafaelNadal𓃵 #RolandGarros #Spain #España https://t.co/w5VzF39dp6,"['RafaelNadal𓃵', 'RolandGarros', 'Spain', 'España']",Twitter Web App,FALSE
Tess,"CDO, Phil.",,2013-09-18 5:25:34,361,432,34161,FALSE,2022-06-05 15:58:07,#RafaelNadal𓃵 .. the King of Clay! Simply amazing!,['RafaelNadal𓃵'],Twitter for Android,FALSE
Srikrishna S,,,2019-10-13 9:04:38,16,75,8920,FALSE,2022-06-05 15:57:56,"Nadal winning yet another french open title :
#FrenchOpen2022 #Nadal #RafaelNadal𓃵 #RolandGarros https://t.co/cx3UmXYaL3","['FrenchOpen2022', 'Nadal', 'RafaelNadal𓃵', 'RolandGarros']",Twitter for Android,FALSE
Shruti Vyas,"New Delhi, India",Journalist with NAYA INDIA @nayaindianews | Bylines in @theprintindia @outlookindia @realrediffcom @openthemag| Alumni @univofstandrews,2017-07-24 13:46:08,598,812,3275,FALSE,2022-06-05 15:57:53,"Phew… and he will continue to play, fight and win more…😀🥳 #RafaelNadal𓃵 #ageisjustnumber","['RafaelNadal𓃵', 'ageisjustnumber']",Twitter for iPhone,FALSE
RT,India,,2009-06-10 2:19:47,80,155,29,FALSE,2022-06-05 15:57:52,Watching Rafa get to his 22nd slam is surreal. It’s insane that he’s come this far. So many times in his career we thought it’s the end but he’s fought his way through numerous injuries. An inspiration to so many. #RafaelNadal𓃵,,Twitter for Android,FALSE
Siddhartha.,"New Delhi, India","If you are good at something, never do it for free.",2011-11-06 8:20:50,3418,1694,11934,FALSE,2022-06-05 15:57:50,#RafaelNadal𓃵 what a hashtag!,['RafaelNadal𓃵'],Twitter for Android,FALSE
ChitChat,,Tollywood movie Buff | Sports | Politics | Finance,2021-12-20 6:25:43,19,106,691,FALSE,2022-06-05 15:57:47,"G.O.A.T of CLAY 🙇🙇🙇
Flawless Tournament🙏🙏🙏
#RafaelNadal𓃵 #Nadal #FrenchOpen2022 https://t.co/RwWJgj9C2r","['RafaelNadal𓃵', 'Nadal', 'FrenchOpen2022']",Twitter Web App,FALSE
jo,Hong Kong,"book, books n 📚 🎾⚽️ 🏎 r part of my life 🐶 is my best buddy 🚶‍♀️⛰️always the best, try to enjoy my life without regret 😘",2017-01-09 8:00:34,55,170,1977,FALSE,2022-06-05 15:57:45,at least we can sleep well bc #RafaelNadal𓃵 didn’t announce his retirement #RolandGarros #Nadal #GrandSlam22,"['RafaelNadal𓃵', 'RolandGarros', 'Nadal', 'GrandSlam22']",Twitter for iPhone,FALSE
Anirudhan Balasubramani,,Sprinkling smile wherever I go🥰😇,2010-05-25 4:54:08,251,70,18914,FALSE,2022-06-05 15:57:44,"The Greatest There was, The Greatest there is...
#RafaelNadal𓃵 https://t.co/7PVh3ZEfq5",['RafaelNadal𓃵'],Twitter for Android,FALSE
Patel,Hyderabad Deccan,"Hyderabadi....
Secular.....
#Followback 💯",2020-05-12 4:32:14,1277,1217,4381,FALSE,2022-06-05 15:57:43,"#RafaelNadal𓃵 
Best part of winning speech of Rafa is when he says ""he will keep fighting"".....

Many including me, were fearing that he may announce his retirement...

Wish you all the best @RafaelNadal",['RafaelNadal𓃵'],Twitter Web App,FALSE
Am,,,2012-12-20 10:30:10,682,347,9157,FALSE,2022-06-05 15:57:39,The greatest 🫡👏🏻 #RafaelNadal𓃵 https://t.co/mDi1BPEdJb,['RafaelNadal𓃵'],Twitter for iPhone,FALSE
🇬🇧🇹🇿🏴‍☠️😍 HANA #Johnnydeppwon,westeros,"mii2 , maxtul, dmdfamily, ohmnanon, aot , mileapo marcobas, multifandom, Zeetommy ,first perce, billkinpp mondgun,KrisPorsche,Adele, YMS",2021-02-12 19:21:35,120,389,12094,FALSE,2022-06-05 15:57:37,I’m crying #RafaelNadal𓃵 #RolandGaros https://t.co/WW1r2AwwXM,"['RafaelNadal𓃵', 'RolandGaros']",Twitter for iPhone,FALSE
Ranajit Mukherjee রণজিৎ মুখার্জী,Calcutta,"National Secretary, @INCIndia - @INCIndia Candidate, Bardhaman-Durgapur Parliamentary Constituency 2019 - AICC Member @INCWestBengal - Centrist - Public Policy",2012-09-18 17:06:12,6220,3056,10086,TRUE,2022-06-05 15:57:36,Legend! #RafaelNadal𓃵 https://t.co/gQTeVqeAc3,['RafaelNadal𓃵'],Twitter for Android,FALSE
K Hussain,United States,Builds Software. Reads History. Follows Politics. Loves Poetry. Supports #MUFC. Believes in 'Live and let live'.,2009-06-21 6:16:35,103,459,7834,FALSE,2022-06-05 15:57:34,"Was dreading the ""retire"" word throughout the speech. Thank God it never came🙏🙏 #RafaelNadal𓃵",['RafaelNadal𓃵'],Twitter for Android,FALSE
Live Tennis,Centre Court,The number one source for independent Tennis coverage 🎾 Followers must be 18+.,2009-05-27 12:19:54,502662,243,2867,TRUE,2022-06-05 15:57:30,"“𝙄 𝙙𝙤𝙣’𝙩 𝙠𝙣𝙤𝙬 𝙬𝙝𝙖𝙩 𝙘𝙖𝙣 𝙝𝙖𝙥𝙥𝙚𝙣 𝙞𝙣 𝙩𝙝𝙚 𝙛𝙪𝙩𝙪𝙧𝙚 𝙗𝙪𝙩 𝙄’𝙢 𝙜𝙤𝙞𝙣𝙜 𝙩𝙤 𝙠𝙚𝙚𝙥 𝙛𝙞𝙜𝙝𝙩𝙞𝙣𝙜 𝙩𝙤 𝙩𝙧𝙮 𝙖𝙣𝙙 𝙠𝙚𝙚𝙥 𝙜𝙤𝙞𝙣𝙜.” 

#RafaelNadal𓃵 
https://t.co/szgYh93cdn",['RafaelNadal𓃵'],Twitter for iPhone,FALSE
Ankit Khokhani,Mumbai,🧘‍♂️/ 🌱💊/ 👨‍👩‍👧‍👧 / 🎾 / 🎸,2009-10-27 7:36:12,329,370,305,FALSE,2022-06-05 15:57:28,"Yaaay !!!! 
@RafaelNadal did not announce his retirement .. phew !!! 
#VamosRafa #RafaelNadal #RolandGarros #RafaelNadal𓃵 #","['VamosRafa', 'RafaelNadal', 'RolandGarros', 'RafaelNadal𓃵']",Twitter for Android,FALSE
Shubham shrivastava 🚩🚩secular india 🇮🇳,"New Delhi, India",Joined twitter to see what's happening with the world.. But the only thing i see is paid BJP bhakts trending absurd hashtags,2017-05-06 5:20:46,61,50,1065,FALSE,2022-06-05 15:57:27,"All head must bow,all tounge must confess that #RafaelNadal𓃵 is the G.O.A.T #RolandGarros #FrenchOpen2022 #Nadal https://t.co/AKbDYKqdlP","['RafaelNadal𓃵', 'RolandGarros', 'FrenchOpen2022', 'Nadal']",Twitter Web App,FALSE
JOSE ANGEL PISTOLA ⚽,,"Diplomado Mag. EF, Lic. Ciencias Act.Fis y Deporte.Experto Salud y Deporte en personas mayores.Master en Direccion de Organizaciones e Instalaciones Deportivas.",2011-08-29 21:48:57,505,2668,1099,FALSE,2022-06-05 15:57:19,"🇪🇸 DON RAFAEL NADAL PARERA 🇪🇸
🎾 THE GOAT 🎾 #RafaelNadal𓃵 #RolandGarros https://t.co/v5oJlAZY6a","['RafaelNadal𓃵', 'RolandGarros']",Twitter for iPhone,FALSE
Movies For You 🇮🇳,"Hyderabad, India","Tollywood Movie Updates | Exclusive Info | Boxoffice Collections | Reviews | Spaces |

For Content Promotions Do Message us on Instagram | 

RTs are personal",2021-01-30 6:12:34,3872,11,1947,FALSE,2022-06-05 15:57:12,"Dear #RafaelNadal𓃵 , Congratulations 👏 for the victory 🙌

Inkenni Gelustav ayya 👌👌💥",['RafaelNadal𓃵'],Twitter for Android,FALSE
R M,,Always',2011-08-01 15:53:07,340,2480,74700,FALSE,2022-06-05 15:57:07,The best news @RafaelNadal #RafaelNadal𓃵 #RolandGarros https://t.co/Z7cETFsRCJ,"['RafaelNadal𓃵', 'RolandGarros']",Twitter for iPhone,FALSE
Budugu valla Gopalam,Everywhere,,2009-09-21 10:42:08,166,454,17845,FALSE,2022-06-05 15:57:07,I’m gonna go right to bed in this happy stupor… #22 #RafaelNadal𓃵,['RafaelNadal𓃵'],Twitter Web App,FALSE
Varun audurti,"Mumbai, India",,2010-04-23 16:24:23,18,444,751,FALSE,2022-06-05 15:57:07,Rafa 🐐 you are my hero true sportsmen a true champion 🏆 and demolition 👨 #RolandGaros #VamosRafa #RafaelNadal𓃵,"['RolandGaros', 'VamosRafa', 'RafaelNadal𓃵']",Twitter for Android,FALSE
LHK 🇵🇰,United States of Rawalpindi,still alive,2010-03-13 11:21:18,4303,353,136842,FALSE,2022-06-05 15:57:06,The undisputed king of clay court #RafaelNadal𓃵 😍👑💪🔥💖🇪🇸 https://t.co/NHX1BPIabX,['RafaelNadal𓃵'],Twitter for Android,FALSE
Adarsh Badri,"New Delhi, India",PhD candidate at Jawaharlal Nehru University. Mostly writes about international politics.,2013-10-30 8:23:13,517,1820,1387,FALSE,2022-06-05 15:57:06,Petition to rename Roland Garros to Rafael Nadal Open!😎😍 #RafaelNadal𓃵 #FrenchOpen2022  @rolandgarros,"['RafaelNadal𓃵', 'FrenchOpen2022']",Twitter Web App,FALSE
Karthik K,"Bengaluru, India","9-5 techie from Bluru. Sports, Tech and current Affairs is what makes me talk. Huge fan of cricket and lifetime admirer of Sachin. Bengalurufc💙 LiverpoolFC❤️",2009-07-30 17:30:58,190,415,38074,FALSE,2022-06-05 15:57:03,"Hope this is not the last time we see this bite at French open  😒😔❤️❤️
#FrenchOpen #RafaelNadal𓃵 #Nadal https://t.co/60wH9Sf5tn https://t.co/I5f6XEjw4t","['FrenchOpen', 'RafaelNadal𓃵', 'Nadal']",Twitter for iPhone,FALSE
Umrao singh Dahiva,,MADE LIKE GUN,2017-06-07 4:56:06,30,91,219,FALSE,2022-06-05 15:57:02,"What a domination it is
You absolute beauty @RafaelNadal 
#RafaelNadal𓃵 
#RolandGarros 
#FrenchOpen","['RafaelNadal𓃵', 'RolandGarros', 'FrenchOpen']",Twitter for Android,FALSE
"Miliswa Mvoko, MBA","Cape Town, South Africa",Safari Addict; big tennis fan 🎾 🎾 🎾 🎾 Serena & Venus have written a story like no other 👑 🔥 🔥 🔥,2010-07-03 11:37:56,109,586,8871,FALSE,2022-06-05 15:57:01,Congratulations Rafa. Cannot think of a more deserving champion. #RafaelNadal𓃵,['RafaelNadal𓃵'],Twitter for iPhone,FALSE
milly⭐️,Old Trafford,@ManUtd❤️| Fan Account,2020-07-16 10:52:52,3368,1078,150531,FALSE,2022-06-05 15:57:00,"2nd Grand Slam in 2022 at the age of 36. The Greatest Of All Time🇪🇸❤️
#RolandGarros #FrenchOpen #RafaelNadal𓃵 https://t.co/LaHxnHJDR7","['RolandGarros', 'FrenchOpen', 'RafaelNadal𓃵']",Twitter for iPhone,FALSE
#FernandoIsGod,,"Jack of many trades, Master of Anaesthesia. Fitness enthusiast, sports buff and mad about dogs. Avid cyclist, lapsed swimmer. Extremely grateful DAD!",2011-04-11 14:59:48,1120,696,16889,FALSE,2022-06-05 15:57:00,Only true champions appreciate the real ones!! #RafaelNadal𓃵 https://t.co/qNRyFdrGQ6,['RafaelNadal𓃵'],Twitter for Android,FALSE
VibinVijay Panicker,"Thrissur,Kerala,India","A Proud & Blessed Indian.Journalist,Content Writer,Movie Reviewer,English Rhetorician,Social Media Influencer,Motivational Speaker.",2015-04-08 15:40:13,151,999,64999,FALSE,2022-06-05 15:56:57,"22 Grandslams in one hand,this is just incredible my Rafa 😎.Congratulations and Keep going Champ @RafaelNadal . @rolandgarros #RolandGarros #RafaelNadal𓃵 https://t.co/ObHb3TzvZt",,Twitter for Android,FALSE
Neil McMahon,Melbourne,Journalist. Politics; Dogs; Food; Tennis; Cheap Jokes. Australia. https://t.co/ztkCrqucg0 https://t.co/Z9CXgLYAyS https://t.co/EIZOyVbo5j,2008-11-08 14:06:31,19570,8815,32699,FALSE,2022-06-05 15:56:54,Rafa now shares the 22 majors spot on the ladder with Steffi Graf. Serena 23. Margaret Court 24. #FrenchOpen #RafaelNadal𓃵,"['FrenchOpen', 'RafaelNadal𓃵']",Twitter Web App,FALSE
TheBlueLandscape,Michigan United States,Aspiring to start a music band under this name with Indian diaspora.,2019-04-10 14:59:26,26,245,1875,FALSE,2022-06-05 15:56:49,#RafaelNadal𓃵 I was keeping my fingers crossed only celrbersted his win against Djokovic simply because Nadalz foot was not in good shape and his spate of injuries is the last couple of months #VamosRafa we will underlay for Wimbledon and hope you remain for and clinch it.,['RafaelNadal𓃵'],Twitter for Android,FALSE
Dania,,"Just a girl caught up in dreams and fantasies ✨ #Casillas #Realmadrid #Spain #Nadal ⚽🦂, #CivilEng | الحمدلله  🇯🇴 🇶🇦 🇹🇷 🇴🇲 🇱🇧 🇸🇾 🇹🇭 🇳🇱 🇫🇷 🇧🇪",2010-06-12 1:08:50,4212,603,11577,FALSE,2022-06-05 15:56:49,BEST ATHLETE IN THE HISTORY ! @RafaelNadal 💪🏻💪🏻 #RafaelNadal𓃵 #RolandGarros https://t.co/cdzzvNU4eM,"['RafaelNadal𓃵', 'RolandGarros']",Twitter for iPhone,FALSE
Dr.MysticShoo,"Earth, Milky way","Books,Music,Travel,Sports,Nature, Movies,Friends! Love,Compassion & Peace defines this Mystic! Landscape Designer! Reiki & Taichi Master!Congress for India🇮🇳",2012-08-21 5:16:25,6668,4526,46096,FALSE,2022-06-05 15:56:47,"🎾The winner of French Open 2022 - 

🌸Rafa Nadal💕 🐐

🎾The runner up 

🌸Casper Ruud💕

🎾Congratulations winners ! 👏🏽👏🏽🎉🎉💝💝

#RolandGarros #FrenchOpen2022 #RafaelNadal𓃵 #CasperRuud https://t.co/cct2yCbKNz",,Twitter for iPhone,FALSE
Souvik Basu,Mumbai,A casual player in the game of life.,2010-05-02 4:25:59,333,96,1720,FALSE,2022-06-05 15:56:47,"Nadal after winning another French Open : ""Ruudimentary, my dear Watson!"" #FrenchOpen2022 #FrenchOpen #RolandGarros #RolandGarros2022 #Nadal #RafaelNadal𓃵 #rafanadal","['FrenchOpen2022', 'FrenchOpen', 'RolandGarros']",Twitter for Android,FALSE
